unicode,sample,keywords,k_keywords
\U0001F32F,🌯,"burrito , mexican , wrap","부리또, 멕시칸, 랩"
\U0001FAD4,🫔,"mexican , tamale , wrapped","멕시칸, 타말레, 싸인"
\U0001F959,🥙,"falafel , flatbread , food , gyro , kebab , stuffed","팔라펠, 빵, 음식, 지로, 케밥, 속"
\U0001F9C6,🧆,"chickpea , falafel , meatball","병아리콩, 팔라펠, 고기볼"
\U0001F95A,🥚,"breakfast , egg , food","아침식사, 계란, 음식"
\U0001F373,🍳,"breakfast , cooking , egg , frying , pan","아침식사, 요리, 계란, 후라이팬"
\U0001F958,🥘,"casserole , food , paella , pan , shallow , shallow pan of food","캐서롤, 음식, 파에야, 냄비, 얕은, 얕은 팬에 음식"
\U0001F372,🍲,"pot , pot of food , stew","냄비, 음식, 스튜, 탕, 전골, 한식"
\U0001FAD5,🫕,"cheese , chocolate , fondue , melted , pot , Swiss","치즈, 초콜릿, 폰뒤, 녹은, 냄비, 스위스"
\U0001F963,🥣,"bowl with spoon , breakfast , cereal , congee , oatmeal , porridge","숟가락과 그릇, 아침식사, 시리얼, 콩지, 오트밀, 죽"
\U0001F957,🥗,"food , green , salad","음식, 녹색, 샐러드"
\U0001F37F,🍿,popcorn,팝콘
\U0001F9C8,🧈,"butter , dairy","버터, 유제품, 느끼한"
\U0001F9C2,🧂,"condiment , salt , shaker","양념, 소금, 흔들어서 뿌리는 용기"
\U0001F96B,🥫,"can , canned food","캔, 통조림 음식"
\U0001F371,🍱,"bento , box","도시락, 한식"
\U0001F358,🍘,"cracker , rice","과자, 쌀"
\U0001F359,🍙,"ball , Japanese , rice","주먹밥, 쌀, 밥, 한식"
\U0001F35A,🍚,"cooked , rice","익힌, 밥, 한식"
\U0001F35B,🍛,"curry , rice","카레, 라이스, 한식"
\U0001F35C,🍜,"bowl , noodle , ramen , steaming","그릇, 면, 라면, 스팀이 피는, 한식, 매콤한, 매운"
\U0001F35D,🍝,"pasta , spaghetti","파스타, 스파게티, 양식"
\U0001F360,🍠,"potato , roasted , sweet","구운, 고구마"
\U0001F362,🍢,"kebab , oden , seafood , skewer , stick","케밥, 오뎅, 해산물, 꼬치, 막대"
\U0001F363,🍣,sushi,"초밥, 생선회, 회, 해산물, 해물"
\U0001F364,🍤,"fried , prawn , shrimp , tempura","튀긴, 새우, 새우 튀김, 해산물, 해물"
\U0001F365,🍥,"cake , fish , fish cake with swirl , pastry , swirl","김밥, 한식"
\U0001F96E,🥮,"autumn , festival , moon cake , yuèbǐng","가을, 축제, 달고나"
\U0001F361,🍡,"dango , dessert , Japanese , skewer , stick , sweet","당고, 디저트, 꼬치, 막대, 달콤한"
\U0001F95F,🥟,"dumpling , empanada , gyōza , jiaozi , pierogi , potsticker","만두, 에멘타이, 규자, 고기, 피에로기, 군만두"
\U0001F960,🥠,"fortune cookie , prophecy","운세 쿠키, 예언"
\U0001F961,🥡,"oyster pail , takeout box","굴 용기, 테이크아웃 상자"
\U0001F980,🦀,"Cancer , crab , zodiac","게, 유니락, 해산물, 해물"
\U0001F99E,🦞,"bisque , claws , lobster , seafood","비스크, 발톱, 랍스터, 해산물, 해물,게"
\U0001F990,🦐,"food , shellfish , shrimp , small","음식, 조개류, 새우, 작은, 해산물, 해물"
\U0001F991,🦑,"food , molusc , squid","음식, 연어류, 오징어, 해산물, 해물"
\U0001F9AA,🦪,"diving , oyster , pearl","다이빙, 굴, 진주, 해산물, 해물, 조개"
\U0001F366,🍦,"cream , dessert , ice , icecream , soft , sweet","크림, 디저트, 아이스, 아이스크림, 소프트, 달콤한"
\U0001F367,🍧,"dessert , ice , shaved , sweet","디저트, 아이스, 쉐이브드, 달콤한, 아이스크림"
\U0001F368,🍨,"cream , dessert , ice , sweet","크림, 디저트, 아이스, 달콤한, 아이스크림"
\U0001F369,🍩,"breakfast , dessert , donut , doughnut , sweet","아침식사, 디저트, 도넛, 단팥도넛, 달콤한, 초콜렛, 초콜릿"
\U0001F36A,🍪,"cookie , dessert , sweet","쿠키, 디저트, 달콤한, 초콜렛, 초콜릿"
\U0001F382,🎂,"birthday , cake , celebration , dessert , pastry , sweet","생일, 케이크, 축하, 디저트, 페이스트리, 달콤한, 파티, 빵, 베이커리"
\U0001F370,🍰,"cake , dessert , pastry , shortcake , slice , sweet","케이크, 디저트, 페이스트리, 쇼트케이크, 조각, 달콤한, 생일, 축하, 파티, 빵, 베이커리"
\U0001F9C1,🧁,"bakery , cupcake , sweet","베이커리, 컵케이크, 달콤한, 생일, 축하, 파티, 디저트, 빵"
\U0001F967,🥧,"filling , pastry , pie , fruit , meat","충전물, 페이스트리, 파이, 과일, 고기"
\U0001F36B,🍫,"bar , chocolate , dessert , sweet","바, 초콜릿, 디저트, 달콤한, 초콜렛"
\U0001F36C,🍬,"candy , dessert , sweet","사탕, 디저트, 달콤한"
\U0001F36D,🍭,"candy , dessert , lollipop , sweet","사탕, 디저트, 막대사탕, 달콤한"
\U0001F36E,🍮,"custard , dessert , pudding , sweet","커스터드, 디저트, 푸딩, 달콤한"
\U0001F36F,🍯,"honey , honeypot , pot , sweet","꿀, 꿀통, 항아리, 달콤한, 벌꿀"
\U0001F37C,🍼,"baby , bottle , drink , milk","아기, 젖병, 마시다, 우유"
\U0001F95B,🥛,"drink , glass , glass of milk , milk","음료, 유리, 유리잔 우유, 우유"
\U0002615,☕,"beverage , coffee , drink , hot , steaming , tea","음료, 커피, 마시다, 뜨거운, 증기, 차, 생두, 티"
\U0001FAD6,🫖,"drink , pot , tea , teapot","음료, 녹차, 뜨거운 물, 차, 찻주전자, 티, 찻잎"
\U0001F375,🍵,"beverage , cup , drink , tea , teacup , teacup without handle","음료, 컵, 마시다, 차, 찻컵, 손잡이 없는 찻컵, 티, 찻잎"
\U0001F376,🍶,"bar , beverage , bottle , cup , drink , sake","술, 음료, 병, 컵, 마시다, 증류주원액, 증류원액, 소주"
\U0001F37E,🍾,"bar , bottle , bottle with popping cork , cork , drink , popping","술, 병, 토트하는 병, 마개, 마시다, 토트, 증류주원액, 증류원액, 샴페인, 축하, 파티"
\U0001F377,🍷,"bar , beverage , drink , glass , wine","술, 음료, 마시다, 유리, 와인, 증류주원액, 증류원액, 축하, 파티"
\U0001F378,🍸,"bar , cocktail , drink , glass","술, 칵테일, 마시다, 유리, 증류주원액, 증류원액, 축하, 파티"
\U0001F379,🍹,"bar , drink , tropical","술, 마시다, 열대의, 증류주원액, 증류원액"
\U0001F37A,🍺,"bar , beer , drink , mug","술, 맥주, 마시다, 잔, 증류주원액, 증류원액"
\U0001F37B,🍻,"bar , beer , clink , clinking beer mugs , drink , mug","술, 맥주, 충돌, 맥주잔 끼리 부딪치는 소리, 마시다, 잔, 축하"
\U0001F942,🥂,"celebrate , clink , clinking glasses , drink , glass","축하, 충돌, 잔을 부딪치는 소리, 마시다, 유리, 술, 파티, 와인"
\U0001F943,🥃,"glass , liquor , shot , tumbler , whisky","유리, 주류, 샷, 탬블러, 위스키, 술"
\U0001FAD7,🫗,"drink , empty , glass , pouring liquid , spill","음료, 비어 있는, 유리, 액체 따르기, 쏟다"
\U0001F964,🥤,"cup with straw , juice , soda , malt , soft drink , water","빨대가 있는 컵, 주스, 소다, 맥주, 물, 디저트"
\U0001F9CB,🧋,"bubble , milk , pearl , tea","거품, 우유, 진주, 차, 디저트"
\U0001F9C3,🧃,"beverage , box , juice , straw , sweet","음료, 상자, 주스, 빨대, 달콤한, 디저트"
\U0001F9C9,🧉,"drink , mate","음료, 마테"
\U0001F9CA,🧊,"cold , ice , ice cube , iceberg","차가운, 얼음, 얼음 조각, 빙하"
\U0001F962,🥢,"chopsticks , hashi , jeotgarak , kuaizi","젓가락, 해시, 한식, 탕, 전골"
\U0001F37D,🍽,"cooking , fork , fork and knife with plate , knife , plate","조리, 포크, 젓가락과 칼로 된 접시, 칼, 접시, 양식, 스테이크, 파스타"
\U0001F374,🍴,"cooking , cutlery , fork , fork and knife , knife","조리, 칼로된 식기, 포크, 젓가락과 칼, 칼, 양식, 스테이크, 파스타"
\U0001F944,🥄,"spoon , tableware","숟가락, 식기, 한식, 탕, 전골"
\U0001F52A,🔪,"cooking , hocho , kitchen knife , knife , tool , weapon","조리, 호초, 부엌 칼, 칼, 도구, 무기"
\U0001FAD9,🫙,"condiment , container , empty , jar , sauce , store","양념, 용기, 비어 있는, 병, 소스, 저장"
\U0001F3FA,🏺,"amphora , Aquarius , cooking , drink , jug , zodiac","물병, 물병자리, 요리, 마시다, 항아리, 동물성지"
\U0001F30D,🌍,"Africa , earth , Europe , globe , globe showing Europe-Africa , world","아프리카, 대지, 유럽, 지구, 아프리카와 유럽을 보여주는 지구, 세계"
\U0001F30E,🌎,"Americas , earth , globe , globe showing Americas , world","아메리카, 대지, 지구, 아메리카를 보여주는 지구, 세계"
\U0001F30F,🌏,"Asia , Australia , earth , globe , globe showing Asia-Australia , world","아시아, 오스트레일리아, 대지, 지구, 아시아와 오스트레일리아를 보여주는 지구, 세계"
\U0001F310,🌐,"earth , globe , globe with meridians , meridians , world","지구, 세계, 경도를 가진 지구, 경도, 세계"
\U0001F5FA,🗺,"map , world","지도, 세계"
\U0001F5FE,🗾,"Japan , map , map of Japan","일본, 지도, 일본 지도"
\U0001F9ED,🧭,"compass , magnetic , navigation , orienteering","나침반, 자력, 항해, 오리엔티어링"
\U0001F3D4,🏔,"cold , mountain , snow , snow-capped mountain","추움, 산, 눈, 눈덮인 산, 등산"
\U00026F0,⛰,mountain,"산, 등산, 김밥"
\U0001F30B,🌋,"eruption , mountain , volcano","분화, 산, 화산"
\U0001F5FB,🗻,"fuji , mount fuji , mountain","후지산, 산, 후지산"
\U0001F3D5,🏕,camping,"캠핑, 바베큐, 소풍, 여행, 바비큐, 삼겹살"
\U0001F3D6,🏖,"beach , beach with umbrella , umbrella","해변, 우산이 있는 해변, 우산, 바베큐, 소풍, 여행, 회, 생선회, 삼겹살"
\U0001F3DC,🏜,desert,"사막, 뜨거운, 더운"
\U0001F3DD,🏝,"desert , island","사막, 섬"
\U0001F3DE,🏞,"national park , park","국립공원, 공원, 바베큐, 소풍, 여행"
\U0001F3DF,🏟,stadium,"경기장, 치킨, 맥주, 신나는"
\U0001F3DB,🏛,"classical , classical building","고전적인, 고전적인 건물"
\U0001F3D7,🏗,"building construction , construction","건물 건설, 건설"
\U0001F9F1,🧱,"brick , bricks , clay , mortar , wall","벽돌, 벽돌, 점토, 모르타르, 벽"
\U0001FAA8,🪨,"boulder , heavy , rock , solid , stone","큰 돌, 무거운, 바위, 단단한, 돌"
\U0001FAB5,🪵,"log , lumber , timber , wood","통나무, 목재, 통나무, 목재, 나무"
\U0001F6D6,🛖,"house , hut , roundhouse , yurt","집, 오두막, 원형 주택, 유르트"
\U0001F3D8,🏘,houses,집들
\U0001F3DA,🏚,"derelict , house","버려진, 집"
\U0001F3E0,🏠,"home , house","가정, 집, 가족"
\U0001F3E1,🏡,"garden , home , house , house with garden","정원, 가정, 집, 정원이 있는 집, 바베큐, 바비큐, 삼겹살"
\U0001F3E2,🏢,"building , office building","건물, 사무실 건물"
\U0001F3E3,🏣,"Japanese , Japanese post office , post",우체국
\U0001F3E4,🏤,"European , post , post office","유럽식, 우편, 우체국"
\U0001F3E5,🏥,"doctor , hospital , medicine","의사, 병원, 의학, 약, 약재, 보양"
\U0001F3E6,🏦,"bank , building","은행, 건물"
\U0001F3E8,🏨,"building , hotel","건물, 호텔, 여행, 기념, 축하"
\U0001F3E9,🏩,"hotel , love","호텔, 사랑, 여행, 가족, 기념일, 축하 기념, 행복"
\U0001F3EA,🏪,"convenience , store","편의점, 과자, 견과류, 가벼운 안주"
\U0001F3EB,🏫,"building , school","건물, 학교, 친구, 동료"
\U0001F3EC,🏬,"department , store","백화점, 친구, 동료, 와인, 치즈"
\U0001F3ED,🏭,"building , factory","건물, 공장, 친구, 동료"
\U0001F3EF,🏯,"castle , Japanese","성, 일본식, 초밥"
\U0001F3F0,🏰,"castle , European","성, 유럽식, 양식, 스테이크, 파스타, 와인, 샴페인"
\U0001F492,💒,"chapel , romance , wedding","예배당, 로맨스, 결혼식, 축하, 파티, 부부, 커플, 와인, 샴페인"
\U0001F5FC,🗼,"Tokyo , tower",타워
\U0001F5FD,🗽,"liberty , statue , Statue of Liberty","자유, 조각, 자유의 여신상, 양식, 스테이크, 파스타, 바베큐"
\U00026EA,⛪,"Christian , church , cross , religion","기독교, 교회, 십자가, 종교"
\U0001F54C,🕌,"islam , mosque , Muslim , religion","이슬람, 모스크, 무슬림, 종교"
\U0001F6D5,🛕,"hindu , temple","힌두교, 사원"
\U0001F54D,🕍,"Jew , Jewish , religion , synagogue , temple","유대인, 유대교, 종교, 회당, 사원"
\U00026E9,⛩,"religion , shinto , shrine","종교, 신토, 신사"
\U0001F54B,🕋,"islam , kaaba , Muslim , religion","이슬람, 카바, 무슬림, 종교"
\U00026F2,⛲,fountain,"분수, 여행, 소풍"
\U00026FA,⛺,"camping , tent","캠핑, 텐트, 여행, 소풍"
\U0001F301,🌁,"fog , foggy","안개, 안개 낀, 야식"
\U0001F303,🌃,"night , night with stars , star","밤, 별이 있는 밤, 별"
\U0001F3D9,🏙,"city , cityscape","도시, 도시 경관"
\U0001F304,🌄,"morning , mountain , sun , sunrise , sunrise over mountains","아침, 산, 태양, 일출, 산 위 일출"
\U0001F305,🌅,"morning , sun , sunrise","아침, 태양, 일출"
\U0001F306,🌆,"city , cityscape at dusk , dusk , evening , landscape , sunset","도시, 일몰이 진 도시 경관, 황혼, 저녁, 풍경, 일몰"
\U0001F307,🌇,"dusk , sun , sunset","황혼, 태양, 일몰"
\U0001F309,🌉,"bridge , bridge at night , night","다리, 밤에 다리, 밤"
\U0002668,♨,"hot , hotsprings , springs , steaming","뜨거운, 온천, 온천, 증기"
\U0001F3A0,🎠,"carousel , horse","회전목마, 말, 여행, 소풍, 즐거운, 신나는"
\U0001F6DD,🛝,"amusement park , play , playground slide","유원지, 놀이, 놀이터 미끄럼틀, 여행, 소풍, 즐거운, 신나는"
\U0001F3A1,🎡,"amusement park , ferris , wheel","유원지, 대관령, 바퀴, 여행, 소풍, 즐거운, 신나는"
\U0001F3A2,🎢,"amusement park , coaster , roller","유원지, 코스터, 롤러코스터, 여행, 소풍, 즐거운, 신나는, 가족, 친구, 연인"
\U0001F488,💈,"barber , haircut , pole","이발사, 머리 자르기, 폴"
\U0001F3AA,🎪,"circus , tent","서커스, 텐트, 여행, 소풍, 즐거운, 신나는"
\U0001F682,🚂,"engine , locomotive , railway , steam , train","기관차, 로컬, 철도, 증기, 기차, 여행, 소풍, 즐거운, 신나는"
\U0001F683,🚃,"car , electric , railway , train , tram , trolleybus","자동차, 전기, 철도, 기차, 트램, 트롤리버스, 여행, 소풍, 즐거운, 신나는"
\U0001F684,🚄,"high-speed train , railway , shinkansen , speed , train","고속열차, 철도, 속도, 기차, 여행, 소풍, 즐거운, 신나는"
\U0001F685,🚅,"bullet , railway , shinkansen , speed , train","총알, 철도, 속도, 기차, 여행, 소풍, 즐거운, 신나는"
\U0001F686,🚆,"railway , train","철도, 기차, 여행, 소풍, 즐거운, 신나는"
\U0001F687,🚇,"metro , subway","지하철, 지하철, 여행, 소풍, 즐거운, 신나는"
\U0001F688,🚈,"light rail , railway","경전철, 철도, 여행, 소풍, 즐거운, 신나는"
\U0001F689,🚉,"railway , station , train","철도, 역, 기차, 여행, 소풍, 즐거운, 신나는"
\U0001F68A,🚊,"tram , trolleybus","트램, 트롤리버스, 여행, 소풍, 즐거운, 신나는"
\U0001F69D,🚝,"monorail , vehicle","단선, 차량, 여행, 소풍, 즐거운, 신나는"
\U0001F69E,🚞,"car , mountain , railway","자동차, 산, 철도, 여행, 소풍, 즐거운, 신나는"
\U0001F68B,🚋,"car , tram , trolleybus","자동차, 트램, 트롤리버스, 여행, 소풍, 즐거운, 신나는"
\U0001F68C,🚌,"bus , vehicle","버스, 차량, 여행, 소풍, 즐거운, 신나는"
\U0001F68D,🚍,"bus , oncoming","버스, 직진, 여행, 소풍, 즐거운, 신나는"
\U0001F68E,🚎,"bus , tram , trolley , trolleybus","버스, 트램, 트롤리, 트롤리버스, 여행, 소풍, 즐거운, 신나는"
\U0001F690,🚐,"bus , minibus","버스, 미니버스, 여행, 소풍, 즐거운, 신나는"
\U0001F691,🚑,"ambulance , vehicle","구급차, 차량"
\U0001F692,🚒,"engine , fire , truck","소방차, 엔진"
\U0001F693,🚓,"car , patrol , police","자동차, 경찰"
\U0001F694,🚔,"car , oncoming , police","자동차, 직진, 경찰"
\U0001F695,🚕,"taxi , vehicle","택시, 차량, 여행, 소풍, 즐거운, 신나는"
\U0001F696,🚖,"oncoming , taxi","직진, 택시, 여행, 소풍, 즐거운, 신나는"
\U0001F697,🚗,"automobile , car","자동차, 자동차, 여행, 소풍, 즐거운, 신나는"
\U0001F698,🚘,"automobile , car , oncoming","자동차, 직진, 여행, 소풍, 즐거운, 신나는"
\U0001F699,🚙,"recreational , sport utility , sport utility vehicle","레크리에이션, 스포츠 유틸리티, 스포츠 유틸리티 차량, 여행, 소풍, 즐거운, 신나는"
\U0001F6FB,🛻,"pick-up , pickup , truck","픽업, 픽업 트럭,배달음식"
\U0001F69A,🚚,"delivery , truck","배달, 트럭,배달음식"
\U0001F69B,🚛,"articulated lorry , lorry , semi , truck","대형 화물차, 트럭, 배달음식"
\U0001F69C,🚜,"tractor , vehicle","트랙터, 차량, 유기농"
\U0001F3CE,🏎,"car , racing","자동차, 레이싱, 신나는"
\U0001F3CD,🏍,"motorcycle , racing","오토바이, 레이싱, 여행, 소풍, 즐거운, 신나는"
\U0001F6F5,🛵,"motor , scooter","모터, 스쿠터, 여행, 소풍, 즐거운, 신나는"
\U0001F9BD,🦽,"accessibility , manual wheelchair","접근성, 수동 휠체어"
\U0001F9BC,🦼,"accessibility , motorized wheelchair","접근성, 전동 휠체어"
\U0001F6FA,🛺,"auto rickshaw , tuk tuk","오토 리무진, 툭툭, 여행, 소풍, 즐거운, 신나는"
\U0001F6B2,🚲,"bicycle , bike","자전거, 자전거, 여행, 소풍, 즐거운, 신나는"
\U0001F6F4,🛴,"kick , scooter","킥보드, 스쿠터, 여행, 소풍, 즐거운, 신나는"
\U0001F6F9,🛹,"board , skateboard","보드, 스케이트보드, 여행, 소풍, 즐거운, 신나는"
\U0001F6FC,🛼,"roller , skate","롤러, 스케이트, 여행, 소풍, 즐거운, 신나는"
\U0001F68F,🚏,"bus , stop","버스, 정류장, 여행, 소풍, 즐거운, 신나는"
\U0001F6E3,🛣,"highway , motorway , road","고속도로, 도로, 여행, 소풍, 즐거운, 신나는"
\U0001F6E4,🛤,"railway , railway track , train","철도, 철도 트랙, 기차, 여행, 소풍, 즐거운, 신나는"
\U0001F6E2,🛢,"drum , oil","드럼, 오일"
\U00026FD,⛽,"diesel , fuel , fuelpump , gas , pump , station","디젤, 연료, 연료 펌프, 가스, 펌프, 주유소"
\U0001F6DE,🛞,"circle , tire , turn , wheel","원형, 타이어, 회전, 바퀴"
\U0001F6A8,🚨,"beacon , car , light , police , revolving","비콘, 자동차, 빛, 경찰, 회전"
\U0001F6A5,🚥,"horizontal traffic light , light , signal , traffic","수평형 신호등, 빛, 신호, 교통"
\U0001F6A6,🚦,"light , signal , traffic , vertical traffic light","빛, 신호등, 교통, 수직형 신호등"
\U0001F6D1,🛑,"octagonal , sign , stop","팔각형, 표지판, 정지"
\U0001F6A7,🚧,"barrier , construction","바리케이드, 공사"
\U0002693,⚓,"anchor , ship , tool","닻, 배, 도구, 여행, 소풍, 즐거운, 신나는"
\U0001F6DF,🛟,"float , life preserver , life saver , rescue , ring buoy , safety","부양 장치, 구명용 원반, 구조, 구명 보올, 안전, 여행, 소풍, 즐거운, 신나는"
\U00026F5,⛵,"boat , resort , sailboat , sea , yacht","보트, 리조트, 요트, 여행, 소풍, 즐거운, 신나는"
\U0001F6F6,🛶,"boat , canoe","보트, 카누, 여행, 소풍, 즐거운, 신나는"
\U0001F6A4,🚤,"boat , speedboat","보트, 스피드보트, 여행, 소풍, 즐거운, 신나는"
\U0001F6F3,🛳,"passenger , ship","여객선, 배, 여행, 소풍, 즐거운, 신나는"
\U00026F4,⛴,"boat , ferry , passenger","보트, 페리, 승강장, 여행, 소풍, 즐거운, 신나는"
\U0001F6E5,🛥,"boat , motor boat , motorboat","보트, 모터보트, 여행, 소풍, 즐거운, 신나는"
\U0001F6A2,🚢,"boat , passenger , ship","보트, 승객, 배, 여행, 소풍, 즐거운, 신나는"
\U0002708,✈,"aeroplane , airplane","비행기, 항공기, 여행, 소풍, 즐거운, 신나는"
\U0001F6E9,🛩,"aeroplane , airplane , small airplane","비행기, 항공기, 소형 비행기, 여행, 소풍, 즐거운, 신나는"
\U0001F6EB,🛫,"aeroplane , airplane , check-in , departure , departures","비행기, 항공기, 체크인, 출발, 도착, 여행, 소풍, 즐거운, 신나는"
\U0001F6EC,🛬,"aeroplane , airplane , airplane arrival , arrivals , arriving , landing","비행기, 항공기, 비행기 도착, 도착, 착륙, 여행, 소풍, 즐거운, 신나는"
\U0001FA82,🪂,"hang-glide , parachute , parasail , skydive","연안, 낙하산, 패러셰이트, 스카이다이브, 여행, 소풍, 즐거운, 신나는"
\U0001F4BA,💺,"chair , seat","의자, 좌석, 여행, 소풍, 즐거운, 신나는"
\U0001F681,🚁,"helicopter , vehicle","헬리콥터, 차량, 여행, 소풍, 즐거운, 신나는"
\U0001F69F,🚟,"railway , suspension","철도, 구조, 여행, 소풍, 즐거운, 신나는"
\U0001F6A0,🚠,"cable , gondola , mountain , mountain cableway","케이블, 곤돌라, 산, 산 케이블카, 여행, 소풍, 즐거운, 신나는"
\U0001F6A1,🚡,"aerial , cable , car , gondola , tramway","공중, 케이블, 카, 곤돌라, 트램웨이, 여행, 소풍, 즐거운, 신나는"
\U0001F6F0,🛰,"satellite , space","위성, 우주"
\U0001F680,🚀,"rocket , space","로켓, 우주"
\U0001F6F8,🛸,"flying saucer , UFO","날아다니는 접시, UFO"
\U0001F6CE,🛎,"bell , bellhop , hotel","벨, 벨보이, 호텔, 여행, 소풍, 즐거운, 신나는"
\U0001F9F3,🧳,"luggage , packing , travel","수화물, 포장, 여행, 여행, 소풍, 즐거운, 신나는"
\U000231B,⌛,"hourglass done , sand , timer","모래시계 완료, 모래, 타이머, 화난, 슬픈"
\U00023F3,⏳,"hourglass , hourglass not done , sand , timer","모래시계, 모래시계 미완료, 모래, 타이머, 화난, 슬픈"
\U000231A,⌚,"clock , watch","시계, 손목시계, 화난"
\U00023F0,⏰,"alarm , clock","알람, 시계, 화난, 슬픈"
\U00023F1,⏱,"clock , stopwatch","시계, 스톱워치, 화난, 슬픈"
\U00023F2,⏲,"clock , timer","시계, 타이머, 화난, 슬픈"
\U0001F570,🕰,"clock , mantelpiece clock","시계, 벽걸이시계, 화난, 슬픈"
\U0001F55B,🕛,"00 , 12 , 12:00 , clock , o’clock , twelve","00, 12, 12:00, 시계, 정각, 십이시, 놀라운, 화난"
\U0001F567,🕧,"12 , 12:30 , clock , thirty , twelve , twelve-thirty","12, 12:30, 시계, 십이시, 삼십, 십이시반, 놀라운, 화난"
\U0001F550,🕐,"00 , 1 , 1:00 , clock , o’clock , one","00, 1, 1:00, 시계, 정각, 한시, 놀라운, 화난"
\U0001F55C,🕜,"1 , 1:30 , clock , one , one-thirty , thirty","1, 1:30, 시계, 한시, 삼십, 한시반, 놀라운, 화난"
\U0001F551,🕑,"00 , 2 , 2:00 , clock , o’clock , two","00, 2, 2:00, 시계, 정각, 두시, 놀라운, 화난"
\U0001F55D,🕝,"2 , 2:30 , clock , thirty , two , two-thirty","2, 2:30, 시계, 두시, 삼십, 두시반, 놀라운, 화난"
\U0001F552,🕒,"00 , 3 , 3:00 , clock , o’clock , three","00, 3, 3:00, 시계, 정각, 삼시"
\U0001F55E,🕞,"3 , 3:30 , clock , thirty , three , three-thirty","3, 3:30, 시계, 삼시, 삼십, 삼시반"
\U0001F553,🕓,"00 , 4 , 4:00 , clock , four , o’clock","00, 4, 4:00, 시계, 네시, 정각"
\U0001F55F,🕟,"4 , 4:30 , clock , four , four-thirty , thirty","4, 4:30, 시계, 네시, 네시반, 삼십"
\U0001F554,🕔,"00 , 5 , 5:00 , clock , five , o’clock","00, 5, 5:00, 시계, 다섯시, 정각"
\U0001F560,🕠,"5 , 5:30 , clock , five , five-thirty , thirty","5, 5:30, 시계, 다섯시, 다섯시반, 삼십"
\U0001F555,🕕,"00 , 6 , 6:00 , clock , o’clock , six","00, 6, 6:00, 시계, 정각, 여섯시"
\U0001F561,🕡,"6 , 6:30 , clock , six , six-thirty , thirty","6, 6:30, 시계, 여섯시, 여섯시반, 삼십"
\U0001F556,🕖,"00 , 7 , 7:00 , clock , o’clock , seven","00, 7, 7:00, 시계, 정각, 일곱시"
\U0001F562,🕢,"7 , 7:30 , clock , seven , seven-thirty , thirty","7, 7:30, 시계, 일곱시, 일곱시반, 삼십"
\U0001F557,🕗,"00 , 8 , 8:00 , clock , eight , o’clock","00, 8, 8:00, 시계, 여덟시, 정각"
\U0001F563,🕣,"8 , 8:30 , clock , eight , eight-thirty , thirty","8, 8:30, 시계, 여덟시, 여덟시반, 삼십"
\U0001F558,🕘,"00 , 9 , 9:00 , clock , nine , o’clock","00, 9, 9:00, 시계, 아홉시, 정각"
\U0001F564,🕤,"9 , 9:30 , clock , nine , nine-thirty , thirty","9, 9:30, 시계, 아홉시, 아홉시반, 삼십"
\U0001F559,🕙,"00 , 10 , 10:00 , clock , o’clock , ten","00, 10, 10:00, 시계, 열시, 정각"
\U0001F565,🕥,"10 , 10:30 , clock , ten , ten-thirty , thirty","10, 10:30, 시계, 열시, 열시반, 삼십"
\U0001F55A,🕚,"00 , 11 , 11:00 , clock , eleven , o’clock","00, 11, 11:00, 시계, 열한시, 정각"
\U0001F566,🕦,"11 , 11:30 , clock , eleven , eleven-thirty , thirty","11, 11:30, 시계, 열한시, 열한시반, 삼십"
\U0001F311,🌑,"dark , moon , new moon","어두운, 달, 초승달, 밤, 저녁"
\U0001F312,🌒,"crescent , moon , waxing","초승달, 달, 왁싱, 밤, 저녁"
\U0001F313,🌓,"first quarter moon , moon , quarter","상반기, 달, 분기, 밤, 저녁"
\U0001F314,🌔,"gibbous , moon , waxing","상형달, 달, 왁싱, 밤, 저녁"
\U0001F315,🌕,"full , moon","보름달, 달, 밤, 저녁"
\U0001F316,🌖,"gibbous , moon , waning","상형달, 달, 감소, 밤, 저녁"
\U0001F317,🌗,"last quarter moon , moon , quarter","하반기, 달, 분기, 밤, 저녁"
\U0001F318,🌘,"crescent , moon , waning","초승달, 달, 감소, 밤, 저녁"
\U0001F319,🌙,"crescent , moon","초승달, 달, 밤, 저녁"
\U0001F31A,🌚,"face , moon , new moon face","얼굴, 달, 초승달 얼굴, 밤, 저녁"
\U0001F31B,🌛,"face , first quarter moon face , moon , quarter","얼굴, 상반기 달 얼굴, 달, 분기, 밤, 저녁"
\U0001F31C,🌜,"face , last quarter moon face , moon , quarter","얼굴, 하반기 달 얼굴, 달, 분기, 밤, 저녁"
\U0001F321,🌡,"thermometer , weather","온도계, 날씨"
\U0002600,☀,"bright , rays , sun , sunny","밝은, 광선, 태양, 화창한"
\U0001F31D,🌝,"bright , face , full , moon","밝은, 얼굴, 보름, 달"
\U0001F31E,🌞,"bright , face , sun , sun with face","밝은, 얼굴, 태양, 웃는 얼굴과 태양"
\U0001FA90,🪐,"ringed planet , saturn , saturnine","고리, 행성, 토성, 사토른"
\U0002B50,⭐,star,별
\U0001F31F,🌟,"glittery , glow , glowing star , shining , sparkle , star","빛나는, 빛, 반짝이는 별, 빛나는, 반짝임, 별"
\U0001F320,🌠,"falling , shooting , star","떨어지는, 떨어지는, 별"
